2024-11-17 20:22:47.599 | INFO     | __main__:main:33 - Starting bot...
2024-11-17 20:23:54.673 | INFO     | __main__:main:34 - Starting bot...
2024-11-17 20:25:08.038 | INFO     | __main__:main:34 - Starting bot...
2024-11-17 20:25:53.349 | INFO     | __main__:main:34 - Starting bot...
2024-11-17 20:33:58.072 | INFO     | __main__:main:42 - Starting bot...
2024-11-17 20:34:14.109 | INFO     | __main__:main:42 - Starting bot...
2024-11-17 20:34:14.118 | INFO     | __main__:on_startup:15 - Running startup tasks...
2024-11-17 20:39:31.547 | INFO     | __main__:main:34 - Starting bot...
2024-11-17 20:39:31.556 | INFO     | __main__:on_startup:15 - Running startup tasks...
